ID,Species-Id-Mets-Score,Species-Id-Mets-Rank,Species-All-Mets-Score,Species-All-Mets-Rank,Enzymes-Id-Mets-Score,Enzymes-Id-Mets-Rank,Enzymes-All-Mets-Score,Enzymes-All-Mets-Rank
C18-neg_Cluster_0436,,,0.1583,8459,,,0.162,10335
C18-neg_Cluster_0437,,,0.1663,8117,,,0.4328,244
C18-neg_Cluster_0438,,,0.1861,6782,,,0.1608,10388
C18-neg_Cluster_0439,,,0.1729,7720,,,0.1508,10674
Anilides,,,0.3152,832,,,0.3106,2189
C18-neg_Cluster_0441,,,0.1702,7871,,,0.167,10145
C18-neg_Cluster_0442,,,0.2039,5306,,,0.2044,7688
C18-neg_Cluster_0443,,,0.4591,82,,,0.3603,889
C18-neg_Cluster_0444,,,0.1591,8423,,,0.1424,10801
Hydroxyeicosatrienoic acids,,,0.3202,769,,,0.232,5813
Hydroxyeicosatrienoic acids,,,0.3113,890,,,0.2131,7082
Hydroxyeicosatrienoic acids,,,0.2546,2259,,,0.2538,4554
C18-neg_Cluster_0448,,,0.2266,3682,,,0.1906,8655
Dipeptides,,,0.3754,324,,,0.2821,3232
Dipeptides,,,0.3941,227,,,0.3859,525
Dipeptides,,,0.3259,712,,,0.2924,2833
Dipeptides,,,0.3573,426,,,0.3846,534
Long-chain fatty alcohols,,,0.2172,4322,,,0.217,6800
C18-neg_Cluster_0454,,,0.1758,7546,,,0.1623,10322
C18-neg_Cluster_0455,,,0.1426,8844,,,0.1674,10125
C18-neg_Cluster_0456,,,0.233,3284,,,0.2147,6980
C18-neg_Cluster_0457,,,0.2084,4994,,,0.3479,1234
Benzenesulfonic acids and derivatives,,,0.2274,3641,,,0.1516,10652
Benzenesulfonic acids and derivatives,,,0.201,5548,,,0.324,1812
Benzenesulfonic acids and derivatives,,,0.1935,6189,,,0.1555,10558
Benzenesulfonic acids and derivatives,,,0.2086,4978,,,0.2477,4871
Long-chain fatty alcohols,,,0.1857,6819,,,0.2224,6422
Long-chain fatty alcohols,,,0.2801,1483,,,0.3345,1533
C18-neg_Cluster_0464,,,0.2514,2408,,,0.2637,4026
Coumarins and derivatives,,,0.2009,5560,,,0.2115,7205
Flavonoids,,,0.3105,908,,,0.2105,7282
Flavonoids,,,0.43,123,,,0.375,631
Flavonoids,,,0.2976,1117,,,0.2094,7364
Benzodiazepines,,,0.1993,5691,,,0.1966,8253
Lineolic acids and derivatives,,,0.2521,2379,,,0.2936,2787
Lineolic acids and derivatives,,,0.1967,5914,,,0.2276,6109
docosahexaenoic acid,0.2465,600,0.1738,7669,0.3326,823,0.3073,2310
Long-chain fatty alcohols,,,0.191,6377,,,0.1743,9751
Long-chain fatty alcohols,,,0.2087,4969,,,0.1757,9685
Fatty acid esters,,,0.2173,4315,,,0.2364,5550
Fatty acid esters,,,0.1605,8371,,,0.2038,7723
Fatty acid esters,,,0.2148,4482,,,0.1922,8548
Acyl carnitines,,,0.423,133,,,0.4284,265
Acyl carnitines,,,0.4144,156,,,0.4545,184
Phenylbenzodioxanes,,,0.2377,3013,,,0.2755,3507
Phenylbenzodioxanes,,,0.3612,400,,,0.2751,3530
Phenylbenzodioxanes,,,0.4108,170,,,0.2469,4914
Phenylbenzodioxanes,,,0.3687,357,,,0.2067,7539
Phenylbenzodioxanes,,,0.1951,6048,,,0.1771,9605
Phenylbenzodioxanes,,,0.3129,865,,,0.2139,7038
carnosol,0.3492,212,0.2309,3427,0.4196,200,0.2771,3448
C18-neg_Cluster_0487,,,0.1899,6484,,,0.3142,2088
Long-chain fatty acids,,,0.278,1534,,,0.3098,2205
Long-chain fatty acids,,,0.2107,4802,,,0.1804,9397
docosapentaenoic acid,0.3891,129,0.2908,1245,0.3552,589,0.2718,3676
Long-chain fatty acids,,,0.2602,2069,,,0.2062,7568
Long-chain fatty acids,,,0.2298,3496,,,0.1889,8763
Long-chain fatty acids,,,0.1771,7462,,,0.1816,9317
Very long-chain fatty acids,,,0.2359,3111,,,0.2517,4650
1-monoacylglycerols,,,0.1688,7964,,,0.2151,6948
C18-neg_Cluster_0496,,,0.1904,6442,,,0.2059,7582
Secondary alcohols,,,0.3199,773,,,0.3912,479
Secondary alcohols,,,0.296,1145,,,0.3343,1543
Flavonoids,,,0.2015,5502,,,0.173,9823
Flavonoids,,,0.3549,442,,,0.3752,629
C18-neg_Cluster_0501,,,0.2132,4623,,,0.2333,5729
Terpene glycosides,,,0.1817,7108,,,0.1732,9806
Long-chain fatty acids,,,0.1601,8385,,,0.1579,10481
Long-chain fatty acids,,,0.2305,3465,,,0.2051,7632
Long-chain fatty acids,,,0.2086,4979,,,0.2032,7767
adrenic acid,0.3549,197,0.2657,1896,0.3371,773,0.2652,3962
Amino acids, peptides, and analogues,,,0.3975,215,,,0.3009,2516
Quinolines and derivatives,,,0.2091,4945,,,0.1927,8511
Benzopyrans,,,0.2517,2403,,,0.4766,136
Prostaglandins and related compounds,,,0.1569,8508,,,0.2302,5940
C18-neg_Cluster_0511,,,0.2084,4995,,,0.1933,8480
C18-neg_Cluster_0512,,,0.2761,1576,,,0.2095,7354
C18-neg_Cluster_0513,,,0.2455,2631,,,0.248,4850
C18-neg_Cluster_0514,,,0.1568,8511,,,0.2123,7147
palmitoylethanolamide,0.3582,188,0.2967,1133,0.5866,17,0.3963,431
Amino acids, peptides, and analogues,,,0.3554,440,,,0.2346,5651
C18-neg_Cluster_0517,,,0.1646,8191,,,0.2155,6911
C18-neg_Cluster_0518,,,0.3366,598,,,0.3166,2019
C18-neg_Cluster_0519,,,0.1739,7662,,,0.2622,4101
Long-chain fatty acids,,,0.1974,5863,,,0.3054,2374
C18-neg_Cluster_0521,,,0.2812,1459,,,0.1767,9628
C18-neg_Cluster_0522,,,0.1554,8552,,,0.1875,8872
Tetrahydrofurans,,,0.2042,5279,,,0.1653,10207
C18-neg_Cluster_0524,,,0.2438,2724,,,0.2664,3897
C18-neg_Cluster_0525,,,0.1911,6362,,,0.1604,10405
Quinolines and derivatives,,,0.3264,703,,,0.3013,2500
Quinolines and derivatives,,,0.379,303,,,0.3167,2016
Quinolines and derivatives,,,0.4182,144,,,0.3707,681
C18-neg_Cluster_0529,,,0.169,7944,,,0.2717,3679
13-docosenoate,0.3319,274,0.1858,6808,0.322,943,0.196,8299
N-acyl-alpha amino acids,,,0.2002,5628,,,0.2297,5965
N-acyl-alpha amino acids,,,0.1835,6995,,,0.1783,9536
C18-neg_Cluster_0533,,,0.1459,8780,,,0.1574,10495
C18-neg_Cluster_0534,,,0.2018,5475,,,0.1878,8847
C18-neg_Cluster_0535,,,0.2211,4053,,,0.2446,5054
C18-neg_Cluster_0536,,,0.1769,7474,,,0.1805,9393
C18-neg_Cluster_0537,,,0.2307,3445,,,0.2171,6788
C18-neg_Cluster_0538,,,0.1486,8716,,,0.2413,5230
C18-neg_Cluster_0539,,,0.2875,1321,,,0.2437,5114
C18-neg_Cluster_0540,,,0.1415,8865,,,0.3031,2446
C18-neg_Cluster_0541,,,0.187,6698,,,0.2523,4630
Fatty acid esters,,,0.1867,6728,,,0.177,9614
N-acyl-alpha amino acids,,,0.1716,7787,,,0.1966,8254
C18-neg_Cluster_0544,,,0.179,7318,,,0.2712,3697
Allyl sulfur compounds,,,0.3349,624,,,0.4443,218
Acyclic diterpenoids,,,0.3041,1013,,,0.3481,1229
Linear diarylheptanoids,,,0.2352,3147,,,0.2605,4175
Androgens and derivatives,,,0.3275,690,,,0.2161,6869
C18-neg_Cluster_0549,,,0.1993,5692,,,0.1783,9534
Fatty acid esters,,,0.1562,8529,,,0.1357,10866
Acyl carnitines,,,0.2386,2968,,,0.2403,5286
Acyl carnitines,,,0.4252,129,,,0.479,130
Acyl carnitines,,,0.2676,1834,,,0.1968,8235
Flavonoids,,,0.2177,4292,,,0.1916,8598
Flavonoids,,,0.2482,2522,,,0.3254,1774
Guaianolides and derivatives,,,0.5264,37,,,0.289,2951
C18-neg_Cluster_0557,,,0.2614,2034,,,0.2787,3379
Dioxanes,,,0.167,8073,,,0.1915,8605
C18-neg_Cluster_0559,,,0.201,5549,,,0.2573,4344
C18-neg_Cluster_0560,,,0.2254,3750,,,0.186,9006
Long-chain fatty acids,,,0.1828,7036,,,0.1956,8318
C18-neg_Cluster_0562,,,0.2021,5452,,,0.1639,10263
palmitoylethanolamide,0.3644,172,0.3278,687,0.2536,2103,0.2128,7110
21-hydroxysteroids,,,0.21,4859,,,0.28,3336
C18-neg_Cluster_0565,,,0.1563,8526,,,0.18,9419
Diterpenoids,,,0.2652,1911,,,0.2359,5576
Fatty acid esters,,,0.1779,7403,,,0.2203,6577
Fatty acid esters,,,0.2122,4695,,,0.2163,6852
Benzopyrans,,,0.2859,1356,,,0.2507,4701
C18-neg_Cluster_0570,,,0.1854,6848,,,0.2025,7810
C18-neg_Cluster_0571,,,0.232,3360,,,0.2817,3255
C19-gibberellin 6-carboxylic acids,,,0.1985,5762,,,0.1808,9367
Sesquiterpenoids,,,0.1585,8446,,,0.2583,4298
C18-neg_Cluster_0574,,,0.2,5642,,,0.1974,8184
C18-neg_Cluster_0575,,,0.2742,1626,,,0.3163,2029
C18-neg_Cluster_0576,,,0.2594,2091,,,0.3034,2439
C18-neg_Cluster_0577,,,0.2689,1792,,,0.3025,2462
Amino acids, peptides, and analogues,,,0.202,5463,,,0.2592,4241
Amino acids, peptides, and analogues,,,0.2984,1103,,,0.2518,4648
C18-neg_Cluster_0580,,,0.2156,4434,,,0.1781,9544
Hydroxyeicosapentaenoic acids,,,0.4356,115,,,0.3681,717
C18-neg_Cluster_0582,,,0.2055,5197,,,0.1778,9566
C18-neg_Cluster_0583,,,0.2007,5587,,,0.3087,2253
Gluco/mineralocorticoids, progestogins and derivatives,,,0.2198,4152,,,0.2812,3282
Phenylbenzodioxanes,,,0.3469,503,,,0.1899,8709
Hydroxybenzoic acid derivatives,,,0.2832,1412,,,0.244,5098
Tryptamines and derivatives,,,0.2706,1732,,,0.2542,4531
Quinolines and derivatives,,,0.3644,378,,,0.2183,6708
Phenols,,,0.2099,4865,,,0.2083,7441
Prostaglandins and related compounds,,,0.1834,6998,,,0.2094,7360
eicosatrienoic acid,0.3919,123,0.3041,1014,0.4306,169,0.329,1686
C18-neg_Cluster_0592,,,0.2081,5013,,,0.1685,10065
Phenolic glycosides,,,0.2893,1282,,,0.2868,3039
Alkyl-phenylketones,,,0.182,7092,,,0.17,9983
Alkyl-phenylketones,,,0.2518,2393,,,0.2156,6903
Alpha amino acid esters,,,0.2027,5393,,,0.2037,7730
C18-neg_Cluster_0597,,,0.1817,7109,,,0.2089,7398
C18-neg_Cluster_0598,,,0.1791,7308,,,0.1279,10902
C18-neg_Cluster_0599,,,0.1576,8483,,,0.2234,6360
C18-neg_Cluster_0600,,,0.17,7882,,,0.1438,10784
C18-neg_Cluster_0601,,,0.4002,210,,,0.4465,210
C18-neg_Cluster_0602,,,0.1728,7738,,,0.1961,8285
C18-neg_Cluster_0603,,,0.1981,5806,,,0.2323,5786
Acyclic diterpenoids,,,0.271,1720,,,0.2129,7098
C18-neg_Cluster_0605,,,0.3057,982,,,0.3402,1382
C18-neg_Cluster_0606,,,0.1819,7098,,,0.1233,10919
C18-neg_Cluster_0607,,,0.2235,3892,,,0.2056,7601
C18-neg_Cluster_0608,,,0.2075,5040,,,0.1754,9697
C18-neg_Cluster_0609,,,0.2277,3624,,,0.2106,7269
C18-neg_Cluster_0610,,,0.1768,7478,,,0.163,10297
1-alkyl,3-acylglycerols,,,0.2145,4509,,,0.2101,7311
1-alkyl,3-acylglycerols,,,0.2123,4686,,,0.2252,6256
Very long-chain fatty acids,,,0.2311,3413,,,0.1946,8382
Very long-chain fatty acids,,,0.1701,7878,,,0.2332,5735
Very long-chain fatty acids,,,0.1849,6890,,,0.2708,3715
C18-neg_Cluster_0616,,,0.1725,7745,,,0.2141,7018
Acylaminobenzoic acid and derivatives,,,0.3269,699,,,0.3021,2473
C18-neg_Cluster_0618,,,0.1773,7451,,,0.1619,10339
C18-neg_Cluster_0619,,,0.3328,636,,,0.2607,4161
Alkyl-phenylketones,,,0.2719,1691,,,0.3085,2264
C18-neg_Cluster_0621,,,0.1851,6878,,,0.2768,3458
C18-neg_Cluster_0622,,,0.3445,518,,,0.4274,270
C18-neg_Cluster_0623,,,0.3782,307,,,0.34,1388
C18-neg_Cluster_0624,,,0.1905,6430,,,0.2199,6606
C18-neg_Cluster_0625,,,0.1573,8492,,,0.1654,10202
C18-neg_Cluster_0626,,,0.2412,2848,,,0.2871,3030
C18-neg_Cluster_0627,,,0.1867,6729,,,0.182,9286
Organonitrogen compounds,,,0.3125,872,,,0.2587,4273
O-methylated flavonoids,,,0.334,631,,,0.3948,439
Coumarins and derivatives,,,0.4257,128,,,0.3774,615
Coumarins and derivatives,,,0.2868,1337,,,0.2895,2939
C18-neg_Cluster_0632,,,0.1802,7230,,,0.1401,10834
C18-neg_Cluster_0633,,,0.4861,60,,,0.271,3706
C18-neg_Cluster_0634,,,0.6364,9,,,0.335,1519
C18-neg_Cluster_0635,,,0.4802,67,,,0.2784,3388
C18-neg_Cluster_0636,,,0.1945,6106,,,0.2608,4158
C18-neg_Cluster_0637,,,0.1719,7770,,,0.284,3148
C18-neg_Cluster_0638,,,0.1601,8386,,,0.1547,10575
Cinnamic acids and derivatives,,,0.4608,80,,,0.3352,1513
Phosphatidylglycerols,,,0.4585,85,,,0.3883,501
Organonitrogen compounds,,,0.3956,224,,,0.2974,2665
C18-neg_Cluster_0642,,,0.2303,3469,,,0.2471,4900
C18-neg_Cluster_0643,,,0.235,3161,,,0.2113,7211
C18-neg_Cluster_0644,,,0.1893,6524,,,0.1723,9858
C18-neg_Cluster_0645,,,0.1495,8697,,,0.2051,7633
C18-neg_Cluster_0646,,,0.328,685,,,0.2378,5456
C18-neg_Cluster_0647,,,0.2891,1289,,,0.2977,2658
C18-neg_Cluster_0648,,,0.2558,2202,,,0.2395,5339
C18-neg_Cluster_0649,,,0.22,4141,,,0.2847,3120
C18-neg_Cluster_0650,,,0.1828,7029,,,0.2043,7692
C18-neg_Cluster_0651,,,0.2103,4836,,,0.1543,10590
C18-neg_Cluster_0652,,,0.1706,7841,,,0.1715,9902
C18-neg_Cluster_0653,,,0.2544,2268,,,0.1692,10030
Monoterpenoids,,,0.1874,6667,,,0.2024,7819
C18-neg_Cluster_0655,,,0.2057,5177,,,0.2952,2735
C18-neg_Cluster_0656,,,0.2014,5511,,,0.1557,10555
C18-neg_Cluster_0657,,,0.1805,7195,,,0.2118,7186
C18-neg_Cluster_0658,,,0.3449,512,,,0.2687,3803
Sesquiterpenoids,,,0.2342,3208,,,0.2068,7532
Sesquiterpenoids,,,0.2005,5604,,,0.1796,9453
Long-chain fatty acids,,,0.1654,8160,,,0.2148,6973
Sesquiterpenoids,,,0.3398,566,,,0.3556,1004
Sesquiterpenoids,,,0.2976,1118,,,0.3034,2437
Sesquiterpenoids,,,0.1993,5693,,,0.2038,7724
C18-neg_Cluster_0665,,,0.2027,5398,,,0.2818,3248
C18-neg_Cluster_0666,,,0.2203,4115,,,0.2184,6702
C18-neg_Cluster_0667,,,0.2291,3533,,,0.2002,7975
C18-neg_Cluster_0668,,,0.209,4956,,,0.1699,9988
C18-neg_Cluster_0669,,,0.2376,3023,,,0.2767,3468
Fatty aldehydes,,,0.1937,6173,,,0.3162,2031
C18-neg_Cluster_0671,,,0.1825,7057,,,0.212,7170
nervonic acid,0.2823,473,0.1861,6783,0.298,1355,0.2564,4403
C18-neg_Cluster_0673,,,0.2328,3300,,,0.2744,3567
C18-neg_Cluster_0674,,,0.2349,3172,,,0.2528,4599
C18-neg_Cluster_0675,,,0.2213,4036,,,0.1871,8912
Fatty acid esters,,,0.3174,808,,,0.3345,1535
C18-neg_Cluster_0677,,,0.219,4204,,,0.2623,4092
Sulfated steroids,,,0.2552,2234,,,0.2022,7836
Sulfated steroids,,,0.1784,7371,,,0.232,5808
Sulfated steroids,,,0.2536,2303,,,0.2037,7731
Sulfated steroids,,,0.2165,4367,,,0.2417,5214
Benzopyrans,,,0.3063,971,,,0.2665,3894
Sesquiterpenoids,,,0.3207,761,,,0.3155,2049
C18-neg_Cluster_0684,,,0.1689,7949,,,0.2016,7881
Ketones,,,0.2247,3796,,,0.301,2510
C18-neg_Cluster_0686,,,0.2101,4852,,,0.2308,5887
Ketones,,,0.2166,4358,,,0.2037,7733
C18-neg_Cluster_0688,,,0.2444,2693,,,0.1863,8973
C18-neg_Cluster_0689,,,0.2306,3453,,,0.2291,6009
C18-neg_Cluster_0690,,,0.2349,3167,,,0.2739,3587
C18-neg_Cluster_0691,,,0.1858,6806,,,0.2076,7480
Fatty acid esters,,,0.3346,626,,,0.272,3667
Amino acids, peptides, and analogues,,,0.184,6956,,,0.2297,5966
C18-neg_Cluster_0694,,,0.1974,5864,,,0.2509,4685
Phenylacetamides,,,0.205,5229,,,0.2178,6732
Phenylacetamides,,,0.2264,3697,,,0.2181,6723
Phenylacetamides,,,0.2385,2974,,,0.241,5254
Phenylacetamides,,,0.2303,3473,,,0.2377,5458
Phenylacetamides,,,0.1697,7900,,,0.3497,1194
Phenylacetamides,,,0.1682,8009,,,0.1997,8012
C18-neg_Cluster_0701,,,0.1736,7681,,,0.1774,9588
C18-neg_Cluster_0702,,,0.2127,4659,,,0.2448,5039
Carbohydrates and carbohydrate conjugates,,,0.2352,3150,,,0.2657,3935
Acyl carnitines,,,0.2734,1646,,,0.2389,5371
C18-neg_Cluster_0705,,,0.2518,2394,,,0.1952,8351
C18-neg_Cluster_0706,,,0.254,2283,,,0.2801,3332
C18-neg_Cluster_0707,,,0.1798,7257,,,0.2158,6886
C18-neg_Cluster_0708,,,0.1916,6326,,,0.1966,8255
arachidonic acid,0.2179,638,0.2192,4195,0.3762,351,0.3496,1197
C18-neg_Cluster_0710,,,0.2902,1259,,,0.2979,2655
Diphenylmethanes,,,0.1634,8259,,,0.1709,9939
C18-neg_Cluster_0712,,,0.3091,924,,,0.3144,2082
C18-neg_Cluster_0713,,,0.327,697,,,0.2844,3130
C18-neg_Cluster_0714,,,0.3894,249,,,0.3646,771
C18-neg_Cluster_0715,,,0.2451,2654,,,0.2499,4745
Fatty acyl glycosides,,,0.2377,3014,,,0.2345,5658
C18-neg_Cluster_0717,,,0.2407,2873,,,0.1657,10193
Lineolic acids and derivatives,,,0.2612,2038,,,0.313,2121
C18-neg_Cluster_0719,,,0.1747,7619,,,0.1548,10574
Indoles and derivatives,,,0.1585,8447,,,0.2673,3859
C18-neg_Cluster_0721,,,0.1775,7434,,,0.2001,7983
Salicylic acids,,,0.305,994,,,0.3705,684
Salicylic acids,,,0.2611,2044,,,0.3561,992
Alkyl-phenylketones,,,0.1614,8339,,,0.2748,3546
Phenylbenzodioxanes,,,0.2626,1991,,,0.3736,647
C18-neg_Cluster_0726,,,0.1925,6256,,,0.2066,7549
C18-neg_Cluster_0727,,,0.3588,419,,,0.1732,9807
C18-neg_Cluster_0728,,,0.1782,7378,,,0.1999,8003
docosapentaenoic acid,0.3449,220,0.2511,2421,0.5005,67,0.3667,734
C18-neg_Cluster_0730,,,0.1692,7936,,,0.1722,9864
lithocholic acid,0.4587,60,0.254,2284,0.5721,24,0.3448,1287
C18-neg_Cluster_0732,,,0.2133,4613,,,0.1684,10072
C18-neg_Cluster_0733,,,0.2322,3338,,,0.3526,1126
Thienopyridines,,,0.266,1889,,,0.2547,4505
C18-neg_Cluster_0735,,,0.1961,5966,,,0.3221,1863
C18-neg_Cluster_0736,,,0.1982,5792,,,0.2131,7083
C18-neg_Cluster_0737,,,0.1445,8799,,,0.2215,6489
C18-neg_Cluster_0738,,,0.1623,8305,,,0.1972,8198
Phenols,,,0.3973,219,,,0.3288,1693
C18-neg_Cluster_0740,,,0.1458,8782,,,0.2223,6442
C18-neg_Cluster_0741,,,0.2328,3301,,,0.1823,9258
C18-neg_Cluster_0742,,,0.2603,2067,,,0.2866,3043
Triazines,,,0.1818,7103,,,0.197,8217
21-hydroxysteroids,,,0.2009,5561,,,0.2599,4211
Kaurane diterpenoids,,,0.2046,5255,,,0.2346,5652
C18-neg_Cluster_0746,,,0.2018,5477,,,0.137,10861
C18-neg_Cluster_0747,,,0.2231,3914,,,0.2773,3442
C18-neg_Cluster_0748,,,0.2315,3388,,,0.2022,7837
C19-gibberellin 6-carboxylic acids,,,0.2246,3802,,,0.1803,9404
Diterpenoids,,,0.1861,6784,,,0.16,10417
Diterpenoids,,,0.2568,2176,,,0.3324,1594
C18-neg_Cluster_0752,,,0.2204,4107,,,0.2033,7759
C18-neg_Cluster_0753,,,0.187,6702,,,0.2768,3459
Fatty alcohol esters,,,0.2035,5340,,,0.2262,6200
C18-neg_Cluster_0755,,,0.2104,4820,,,0.153,10621
C18-neg_Cluster_0756,,,0.1962,5959,,,0.1427,10793
C18-neg_Cluster_0757,,,0.2032,5359,,,0.2177,6740
C18-neg_Cluster_0758,,,0.232,3355,,,0.225,6271
C18-neg_Cluster_0759,,,0.2531,2328,,,0.171,9933
C18-neg_Cluster_0760,,,0.2218,4005,,,0.1992,8044
C18-neg_Cluster_0761,,,0.1986,5757,,,0.21,7317
Sesquiterpenoids,,,0.174,7658,,,0.2039,7714
Sesquiterpenoids,,,0.2018,5478,,,0.1915,8606
C18-neg_Cluster_0764,,,0.1994,5689,,,0.1591,10449
C18-neg_Cluster_0765,,,0.2175,4303,,,0.1699,9992
C18-neg_Cluster_0766,,,0.2012,5529,,,0.2761,3485
C18-neg_Cluster_0767,,,0.211,4786,,,0.2013,7902
C18-neg_Cluster_0768,,,0.3006,1073,,,0.2373,5485
Eicosanoids,,,0.1746,7629,,,0.1829,9222
C18-neg_Cluster_0770,,,0.2096,4911,,,0.1875,8873
Benzoquinolines,,,0.3296,671,,,0.2339,5691
Flavonoids,,,0.293,1203,,,0.2819,3241
Sulfated steroids,,,0.2487,2503,,,0.2641,4010
Alpha-acyloxy carbonyl compounds,,,0.2452,2648,,,0.2338,5702
Amino acids, peptides, and analogues,,,0.1947,6084,,,0.1612,10369
C18-neg_Cluster_0776,,,0.243,2755,,,0.2191,6653
C18-neg_Cluster_0777,,,0.2158,4416,,,0.2613,4137
C18-neg_Cluster_0778,,,0.1848,6900,,,0.2453,5010
C18-neg_Cluster_0779,,,0.1799,7250,,,0.1902,8682
C18-neg_Cluster_0780,,,0.1717,7775,,,0.1731,9814
Very long-chain fatty acids,,,0.2095,4912,,,0.1669,10154
C18-neg_Cluster_0782,,,0.1709,7826,,,0.2398,5326
C18-neg_Cluster_0783,,,0.305,995,,,0.2441,5091
C18-neg_Cluster_0784,,,0.2982,1109,,,0.362,855
C18-neg_Cluster_0785,,,0.144,8807,,,0.2924,2834
Pyridines and derivatives,,,0.3757,322,,,0.334,1548
C18-neg_Cluster_0787,,,0.3113,891,,,0.1935,8459
C18-neg_Cluster_0788,,,0.4204,140,,,0.35,1186
C18-neg_Cluster_0789,,,0.1926,6246,,,0.1986,8087
Acyl carnitines,,,0.1967,5915,,,0.2259,6218
Flavonoids,,,0.2493,2479,,,0.3465,1256
Phenolic glycosides,,,0.3667,367,,,0.3937,455
C18-neg_Cluster_0793,,,0.2071,5070,,,0.2046,7670
C18-neg_Cluster_0794,,,0.3161,818,,,0.337,1467
C18-neg_Cluster_0795,,,0.1579,8472,,,0.2399,5312
Piperidines,,,0.2136,4590,,,0.2066,7544
Fatty acyl glycosides of mono- and disaccharides,,,0.1738,7674,,,0.3291,1679
C18-neg_Cluster_0798,,,0.2041,5287,,,0.1946,8383
Acyclic diterpenoids,,,0.2084,4996,,,0.2269,6149
Acyclic diterpenoids,,,0.2382,2983,,,0.1799,9431
Acyclic diterpenoids,,,0.2014,5512,,,0.278,3412
C18-neg_Cluster_0802,,,0.193,6221,,,0.3446,1291
C18-neg_Cluster_0803,,,0.1642,8216,,,0.172,9869
C18-neg_Cluster_0804,,,0.1882,6603,,,0.2625,4084
C18-neg_Cluster_0805,,,0.1405,8885,,,0.2402,5296
C18-neg_Cluster_0806,,,0.2961,1143,,,0.3035,2429
Tyrosine and derivatives,,,0.1631,8270,,,0.1789,9496
Stilbenes,,,0.2671,1856,,,0.4089,356
Stilbenes,,,0.2803,1479,,,0.3753,628
C18-neg_Cluster_0810,,,0.1855,6835,,,0.1646,10236
C18-neg_Cluster_0811,,,0.1867,6730,,,0.1947,8376
C18-neg_Cluster_0812,,,0.1685,7984,,,0.154,10596
Hydroxybenzoic acid derivatives,,,0.1991,5721,,,0.3167,2017
Hydroxybenzoic acid derivatives,,,0.2725,1674,,,0.3173,1993
Hydroxybenzoic acid derivatives,,,0.1817,7110,,,0.2538,4555
Hydroxybenzoic acid derivatives,,,0.2599,2078,,,0.2992,2601
Hydroxybenzoic acid derivatives,,,0.2381,2990,,,0.2503,4721
Hydroxybenzoic acid derivatives,,,0.235,3166,,,0.452,194
C18-neg_Cluster_0819,,,0.196,5974,,,0.1893,8742
Phenolic glycosides,,,0.2452,2649,,,0.2131,7086
C18-neg_Cluster_0821,,,0.1661,8128,,,0.2369,5508
C18-neg_Cluster_0822,,,0.1705,7848,,,0.155,10569
C18-neg_Cluster_0823,,,0.1675,8045,,,0.1659,10185
C18-neg_Cluster_0824,,,0.1805,7196,,,0.1682,10086
Cardenolides and derivatives,,,0.1832,7004,,,0.2861,3060
C18-neg_Cluster_0826,,,0.2285,3564,,,0.3473,1242
C18-neg_Cluster_0827,,,0.1543,8579,,,0.1745,9740
C18-neg_Cluster_0828,,,0.1877,6648,,,0.2156,6906
C18-neg_Cluster_0829,,,0.2014,5513,,,0.2657,3936
hyodeoxycholate/ursodeoxycholate*,0.3828,137,0.158,8466,0.4666,99,0.2811,3285
C18-neg_Cluster_0831,,,0.2224,3961,,,0.315,2065
chenodeoxycholate,0.2933,435,0.199,5729,0.3048,1241,0.2805,3318
deoxycholic acid,0.3711,158,0.2418,2818,0.583,20,0.3596,910
C18-neg_Cluster_0834,,,0.2237,3874,,,0.2111,7229
C18-neg_Cluster_0835,,,0.2025,5416,,,0.2277,6101
C18-neg_Cluster_0836,,,0.2107,4803,,,0.1631,10296
C18-neg_Cluster_0837,,,0.252,2388,,,0.2377,5459
C18-neg_Cluster_0838,,,0.2019,5469,,,0.2138,7046
C18-neg_Cluster_0839,,,0.2005,5598,,,0.3137,2103
C18-neg_Cluster_0840,,,0.1826,7050,,,0.1744,9746
C18-neg_Cluster_0841,,,0.2033,5351,,,0.1784,9530
2-monoacylglycerols,,,0.162,8318,,,0.174,9769
Fatty acid esters,,,0.2188,4213,,,0.2644,3989
C18-neg_Cluster_0844,,,0.1739,7663,,,0.2039,7715
C18-neg_Cluster_0845,,,0.2098,4875,,,0.3161,2035
C18-neg_Cluster_0846,,,0.1872,6684,,,0.1563,10536
Sulfated steroids,,,0.2787,1516,,,0.3288,1694
Sulfated steroids,,,0.3634,386,,,0.3389,1424
Long-chain fatty acids,,,0.2652,1912,,,0.2909,2878
C18-neg_Cluster_0850,,,0.1801,7238,,,0.1585,10465
C18-neg_Cluster_0851,,,0.175,7598,,,0.1418,10809
C18-neg_Cluster_0852,,,0.1899,6485,,,0.161,10382
Isoflavonoids,,,0.2132,4624,,,0.1866,8948
C18-neg_Cluster_0854,,,0.2291,3534,,,0.1723,9859
C18-neg_Cluster_0855,,,0.2227,3947,,,0.2991,2606
C18-neg_Cluster_0856,,,0.1425,8846,,,0.2371,5497
C18-neg_Cluster_0857,,,0.2371,3050,,,0.1904,8669
Sesquiterpenoids,,,0.2078,5028,,,0.2006,7949
Indolines,,,0.1723,7754,,,0.2695,3765
C18-neg_Cluster_0860,,,0.2752,1604,,,0.2129,7099
Indolines,,,0.3152,831,,,0.2768,3460
C18-neg_Cluster_0862,,,0.1861,6785,,,0.149,10710
