ID,Id-Mets-Score,Id-Mets-Rank,All-Mets-Score,All-Mets-Rank
3.2.1.49: Alpha-N-acetylgalactosaminidase,0.2994,1334,0.2699,3747
3.2.1.50: Alpha-N-acetylglucosaminidase,0.2892,1503,0.3828,557
3.2.1.51: Alpha-L-fucosidase,0.4404,148,0.529,49
3.2.1.52: Beta-N-acetylhexosaminidase,0.2544,2090,0.2911,2871
3.2.1.54: Cyclomaltodextrinase,0.2799,1650,0.2163,6848
3.2.1.55: Non-reducing end alpha-L-arabinofuranosidase,0.2457,2204,0.2861,3059
3.2.1.58: Glucan 1,3-beta-glucosidase,0.3666,420,0.3345,1531
3.2.1.6: Endo-1,3(4)-beta-glucanase,0.3845,324,0.3429,1332
3.2.1.65: Levanase,0.2919,1451,0.4007,400
3.2.1.67: Galacturan 1,4-alpha-galacturonidase,0.3456,682,0.2962,2696
3.2.1.68: Isoamylase,0.2899,1485,0.2602,4197
3.2.1.70: Glucan 1,6-alpha-glucosidase,0.2473,2185,0.2464,4949
3.2.1.73: Licheninase,0.3101,1144,0.2808,3301
3.2.1.74: Glucan 1,4-beta-glucosidase,0.3451,691,0.3265,1756
3.2.1.75: Glucan endo-1,6-beta-glucosidase,0.3343,808,0.2785,3384
3.2.1.78: Mannan endo-1,4-beta-mannosidase,0.6035,14,0.6162,15
3.2.1.8: Endo-1,4-beta-xylanase,0.4317,166,0.467,156
3.2.1.80: Fructan beta-fructosidase,0.3386,751,0.2624,4088
3.2.1.81: Beta-agarase,0.3296,858,0.2253,6250
3.2.1.82: Exo-poly-alpha-galacturonosidase,0.3176,994,0.2783,3393
3.2.1.84: Glucan 1,3-alpha-glucosidase,0.3348,802,0.3744,638
3.2.1.85: 6-phospho-beta-galactosidase,0.2714,1801,0.2251,6264
3.2.1.86: 6-phospho-beta-glucosidase,0.2537,2101,0.231,5875
3.2.1.89: Arabinogalactan endo-beta-1,4-galactanase,0.3284,870,0.3689,706
3.2.1.93: Alpha,alpha-phosphotrehalase,0.2569,2063,0.258,4313
3.2.1.94: Glucan 1,6-alpha-isomaltosidase,0.2977,1357,0.2564,4402
3.2.1.96: Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,0.3312,843,0.3052,2381
3.2.1.97: Endo-alpha-N-acetylgalactosaminidase,0.4826,82,0.5444,38
3.2.1.98: Glucan 1,4-alpha-maltohexaosidase,0.3201,960,0.2688,3800
3.2.1.99: Arabinan endo-1,5-alpha-L-arabinosidase,0.2901,1482,0.3921,471
3.2.1.n1: Blood group B branched chain alpha-1,3-galactosidase,0.3248,910,0.449,203
3.2.1.n2: Blood group B linear chain alpha-1,3-galactosidase,0.3205,953,0.4454,215
3.2.2.1: Purine nucleosidase,0.3161,1016,0.2744,3564
3.2.2.16: Methylthioadenosine nucleosidase,0.3312,842,0.2782,3398
3.2.2.19: [Protein ADP-ribosylarginine] hydrolase,0.34,739,0.3977,421
3.2.2.20: DNA-3-methyladenine glycosylase I,0.3249,909,0.3054,2373
3.2.2.21: DNA-3-methyladenine glycosylase II,0.2793,1659,0.2451,5022
3.2.2.23: DNA-formamidopyrimidine glycosylase,0.5246,44,0.5217,59
3.2.2.24: ADP-ribosyl-[dinitrogen reductase] hydrolase,0.2659,1909,0.2175,6757
3.2.2.26: Futalosine hydrolase,0.35,652,0.2399,5311
3.2.2.27: Uracil-DNA glycosylase,0.2791,1665,0.3062,2345
3.2.2.28: Double-stranded uracil-DNA glycosylase,0.2609,2009,0.3382,1438
3.2.2.3: Uridine nucleosidase,0.3529,623,0.313,2119
3.2.2.4: AMP nucleosidase,0.2885,1516,0.3066,2328
3.2.2.5: NAD(+) glycohydrolase,0.311,1135,0.3023,2469
3.2.2.8: Ribosylpyrimidine nucleosidase,0.2823,1604,0.3057,2365
3.2.2.9: Adenosylhomocysteine nucleosidase,0.2769,1712,0.3262,1762
3.3.1.1: Adenosylhomocysteinase,0.3642,441,0.3471,1244
3.3.2.1: Isochorismatase,0.3031,1270,0.3206,1901
3.3.2.6: Leukotriene-A(4) hydrolase,0.3135,1096,0.3541,1080
3.3.2.9: Microsomal epoxide hydrolase,0.2435,2229,0.2754,3515
3.4.11.1: Leucyl aminopeptidase,0.2633,1961,0.3152,2058
3.4.11.10: Bacterial leucyl aminopeptidase,0.2242,2444,0.3212,1886
3.4.11.15: Aminopeptidase Y,0.4258,181,0.3121,2146
3.4.11.18: Methionyl aminopeptidase,0.2791,1666,0.3861,518
3.4.11.19: D-stereospecific aminopeptidase,0.416,214,0.4199,303
3.4.11.2: Membrane alanyl aminopeptidase,0.2554,2078,0.2271,6141
3.4.11.21: Aspartyl aminopeptidase,0.3544,601,0.3638,790
3.4.11.22: Aminopeptidase I,0.2645,1936,0.3092,2235
3.4.11.23: PepB aminopeptidase,0.3394,744,0.3527,1123
3.4.11.24: Aminopeptidase S,0.3987,273,0.2823,3222
3.4.11.26: Intermediate cleaving peptidase 55,0.3564,567,0.3636,800
3.4.11.4: Tripeptide aminopeptidase,0.2788,1674,0.2838,3156
3.4.11.5: Prolyl aminopeptidase,0.2866,1547,0.2249,6277
3.4.11.7: Glutamyl aminopeptidase,0.2865,1549,0.2678,3845
3.4.11.9: Xaa-Pro aminopeptidase,0.3469,672,0.3332,1576
3.4.13.18: Cytosol nonspecific dipeptidase,0.2375,2310,0.3624,849
3.4.13.19: Membrane dipeptidase,0.3117,1127,0.3496,1196
3.4.13.20: Beta-Ala-His dipeptidase,0.319,976,0.285,3107
3.4.13.21: Dipeptidase E,0.3258,900,0.3275,1729
3.4.13.22: D-Ala-D-Ala dipeptidase,0.6522,5,0.5572,31
3.4.13.3: Transferred entry: 3.4.13.18 and 3.4.13.20,0.5289,41,0.5399,43
3.4.13.9: Xaa-Pro dipeptidase,0.2936,1423,0.3483,1222
3.4.14.1: Dipeptidyl-peptidase I,0.3282,874,0.2983,2637
3.4.14.11: Xaa-Pro dipeptidyl-peptidase,0.2896,1490,0.2446,5064
3.4.14.4: Dipeptidyl-peptidase III,0.2876,1531,0.2623,4091
3.4.14.5: Dipeptidyl-peptidase IV,0.259,2032,0.3376,1450
3.4.15.5: Peptidyl-dipeptidase Dcp,0.2957,1398,0.2585,4282
3.4.15.6: Cyanophycinase,0.3581,495,0.3342,1544
3.4.16.4: Serine-type D-Ala-D-Ala carboxypeptidase,0.2209,2466,0.2283,6068
3.4.16.5: Carboxypeptidase C,0.2645,1937,0.3092,2236
3.4.16.6: Carboxypeptidase D,0.3053,1229,0.2371,5494
3.4.17.11: Glutamate carboxypeptidase,0.2976,1360,0.273,3624
3.4.17.13: Muramoyltetrapeptide carboxypeptidase,0.2616,1989,0.3079,2286
3.4.17.19: Carboxypeptidase Taq,0.3925,294,0.3374,1458
3.4.17.4: Gly-Xaa carboxypeptidase,0.3053,1231,0.3001,2552
3.4.17.8: Muramoylpentapeptide carboxypeptidase,0.2526,2117,0.2447,5049
3.4.19.1: Acylaminoacyl-peptidase,0.3273,883,0.343,1328
3.4.19.11: Gamma-D-glutamyl-meso-diaminopimelate peptidase,0.4557,123,0.471,146
3.4.19.12: Ubiquitinyl hydrolase 1,0.5249,43,0.6341,10
3.4.19.13: Glutathione hydrolase,0.229,2400,0.3236,1820
3.4.19.3: Pyroglutamyl-peptidase I,0.52,46,0.41,344
3.4.19.5: Beta-aspartyl-peptidase,0.2674,1879,0.3419,1351
3.4.21.102: C-terminal processing peptidase,0.3927,293,0.3706,682
3.4.21.105: Rhomboid protease,0.3452,690,0.3572,971
3.4.21.107: Peptidase Do,0.2802,1640,0.3947,444
3.4.21.108: HtrA2 peptidase,0.2281,2410,0.2111,7228
3.4.21.110: C5a peptidase,0.2957,1399,0.2505,4712
3.4.21.116: SpoIVB peptidase,0.3291,864,0.3733,649
3.4.21.19: Glutamyl endopeptidase,0.2754,1732,0.2349,5634
3.4.21.26: Prolyl oligopeptidase,0.2803,1638,0.2528,4597
3.4.21.48: Cerevisin,0.3567,559,0.3633,817
3.4.21.53: Endopeptidase La,0.2662,1901,0.2987,2619
3.4.21.61: Kexin,0.3379,761,0.3391,1415
3.4.21.72: IgA-specific serine endopeptidase,0.3035,1262,0.2551,4485
3.4.21.83: Oligopeptidase B,0.3012,1304,0.2574,4341
3.4.21.88: Repressor LexA,0.2536,2102,0.2783,3394
3.4.21.89: Signal peptidase I,0.2298,2388,0.3389,1423
3.4.21.92: Endopeptidase Clp,0.2066,2556,0.2882,2982
3.4.21.96: Lactocepin,0.335,800,0.3658,753
3.4.22.10: Streptopain,0.3269,890,0.3154,2050
3.4.22.40: Bleomycin hydrolase,0.3067,1200,0.2698,3755
3.4.22.48: Staphopain,0.2617,1986,0.2304,5920
3.4.22.49: Separase,0.3542,605,0.3636,801
3.4.22.68: Ulp1 peptidase,0.3402,737,0.3629,826
3.4.22.70: Sortase A,0.3961,281,0.3502,1178
3.4.22.71: Sortase B,0.3387,750,0.279,3366
3.4.23.25: Saccharopepsin,0.338,758,0.3339,1552
3.4.23.35: Barrierpepsin,0.3576,534,0.3635,809
3.4.23.36: Signal peptidase II,0.2313,2372,0.26,4206
3.4.23.41: Yapsin 1,0.3569,555,0.3628,833
3.4.23.43: Prepilin peptidase,0.3998,267,0.4038,387
3.4.23.49: Omptin,0.3479,664,0.3978,419
3.4.23.50: Human endogenous retrovirus K endopeptidase,0.5196,49,0.6236,13
3.4.23.51: HycI peptidase,0.2348,2337,0.3314,1618
3.4.24.11: Neprilysin,0.26,2022,0.2498,4749
3.4.24.13: IgA-specific metalloendopeptidase,0.3179,988,0.2183,6707
3.4.24.15: Thimet oligopeptidase,0.3138,1043,0.2723,3653
3.4.24.26: Pseudolysin,0.2786,1682,0.2482,4838
3.4.24.29: Aureolysin,0.31,1148,0.2332,5737
3.4.24.3: Microbial collagenase,0.3273,884,0.3448,1286
3.4.24.30: Coccolysin,0.2949,1406,0.2796,3351
3.4.24.37: Saccharolysin,0.3313,840,0.3383,1437
3.4.24.40: Serralysin,0.301,1313,0.2829,3190
3.4.24.55: Pitrilysin,0.2673,1882,0.2755,3509
3.4.24.57: O-sialoglycoprotein endopeptidase,0.3058,1218,0.2851,3104
3.4.24.59: Mitochondrial intermediate peptidase,0.3135,1097,0.3541,1081
3.4.24.64: Mitochondrial processing peptidase,0.2853,1568,0.2901,2916
3.4.24.70: Oligopeptidase A,0.3003,1325,0.269,3794
3.4.24.71: Endothelin-converting enzyme 1,0.5076,54,0.484,116
3.4.24.74: Fragilysin,0.3798,340,0.3241,1810
3.4.24.75: Lysostaphin,0.2812,1622,0.2855,3089
3.4.24.78: GPR endopeptidase,0.3293,862,0.3674,724
3.4.24.84: Ste24 endopeptidase,0.3451,693,0.3059,2354
3.4.25.1: Proteasome endopeptidase complex,0.3673,412,0.3365,1483
3.4.25.2: HslU--HslV peptidase,0.2781,1697,0.2679,3841
3.5.1.1: Asparaginase,0.2791,1667,0.3034,2436
3.5.1.10: Formyltetrahydrofolate deformylase,0.2624,1977,0.2208,6542
3.5.1.102: deformylase,0.3674,410,0.3365,1484
3.5.1.103: deacetylase,0.2086,2546,0.2041,7702
3.5.1.104: Peptidoglycan-N-acetylglucosamine deacetylase,0.5198,47,0.4904,108
3.5.1.105: Chitin disaccharide deacetylase,0.2734,1772,0.3367,1474
3.5.1.11: Penicillin amidase,0.2797,1654,0.2887,2963
3.5.1.110: Peroxyureidoacrylate/ureidoacrylate amidohydrolase,0.2445,2215,0.2951,2740
3.5.1.115: Mycothiol S-conjugate amidase,0.3603,467,0.3838,540
3.5.1.14: N-acyl-aliphatic-L-amino acid amidohydrolase,0.2715,1800,0.2826,3205
3.5.1.16: Acetylornithine deacetylase,0.328,876,0.3283,1708
3.5.1.17: Acyl-lysine deacylase,0.2628,1967,0.2522,4634
3.5.1.18: Succinyl-diaminopimelate desuccinylase,0.21,2542,0.2078,7466
3.5.1.19: Nicotinamidase,0.2787,1677,0.2741,3577
3.5.1.2: Glutaminase,0.2453,2208,0.2152,6936
3.5.1.23: Ceramidase,0.2078,2551,0.1703,9963
3.5.1.24: Choloylglycine hydrolase,0.3168,1003,0.362,854
3.5.1.25: N-acetylglucosamine-6-phosphate deacetylase,0.2797,1655,0.3281,1712
3.5.1.26: N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase,0.4136,224,0.337,1465
3.5.1.28: N-acetylmuramoyl-L-alanine amidase,0.3534,618,0.4205,301
3.5.1.3: Omega-amidase,0.2744,1751,0.235,5626
3.5.1.32: Hippurate hydrolase,0.3515,635,0.38,588
3.5.1.38: Glutamin-(asparagin-)ase,0.2755,1731,0.3561,991
3.5.1.4: Amidase,0.348,661,0.3294,1668
3.5.1.41: Chitin deacetylase,0.3135,1098,0.3541,1082
3.5.1.42: Nicotinamide-nucleotide amidase,0.2206,2469,0.3079,2287
3.5.1.44: Protein-glutamine glutaminase,0.335,801,0.3471,1245
3.5.1.47: N-acetyldiaminopimelate deacetylase,0.2421,2250,0.2234,6359
3.5.1.49: Formamidase,0.32,962,0.2728,3632
3.5.1.5: Urease,0.2324,2366,0.3229,1838
3.5.1.52: Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,0.332,832,0.2693,3778
3.5.1.53: N-carbamoylputrescine amidase,0.4314,168,0.4341,238
3.5.1.54: Allophanate hydrolase,0.3643,439,0.3689,707
3.5.1.59: N-carbamoylsarcosine amidase,0.3203,957,0.2389,5370
3.5.1.6: Beta-ureidopropionase,0.2408,2266,0.2319,5819
3.5.1.68: N-formylglutamate deformylase,0.3486,657,0.2618,4121
3.5.1.78: Glutathionylspermidine amidase,0.3289,866,0.3719,665
3.5.1.81: N-acyl-D-amino-acid deacylase,0.2749,1738,0.1991,8049
3.5.1.82: N-acyl-D-glutamate deacylase,0.2765,1717,0.244,5097
3.5.1.83: N-acyl-D-aspartate deacylase,0.2692,1840,0.2162,6862
3.5.1.87: N-carbamoyl-L-amino-acid hydrolase,0.4127,227,0.3511,1159
3.5.1.88: Peptide deformylase,0.2168,2498,0.2773,3440
3.5.1.9: Arylformamidase,0.3006,1320,0.2637,4025
3.5.1.94: Gamma-glutamyl-gamma-aminobutyrate hydrolase,0.2841,1582,0.3432,1327
3.5.1.96: Succinylglutamate desuccinylase,0.248,2176,0.3537,1101
3.5.1.98: Histone deacetylase,0.3579,512,0.3588,936
3.5.1.n3: 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase,0.2708,1808,0.3795,593
3.5.2.10: Creatininase,0.3038,1255,0.2508,4693
3.5.2.12: 6-aminohexanoate-cyclic-dimer hydrolase,0.2739,1765,0.245,5027
3.5.2.14: N-methylhydantoinase (ATP-hydrolyzing),0.3053,1230,0.2281,6081
3.5.2.15: Cyanuric acid amidohydrolase,0.3391,747,0.2747,3552
3.5.2.17: Hydroxyisourate hydrolase,0.2591,2029,0.2507,4699
3.5.2.2: Dihydropyrimidinase,0.3064,1206,0.355,1019
3.5.2.3: Dihydroorotase,0.2202,2471,0.2491,4798
3.5.2.5: Allantoinase,0.3276,881,0.3671,729
3.5.2.6: Beta-lactamase,0.3117,1128,0.316,2037
3.5.2.7: Imidazolonepropionase,0.2212,2463,0.2135,7060
3.5.2.9: 5-oxoprolinase (ATP-hydrolyzing),0.309,1164,0.2309,5881
3.5.3.1: Arginase,0.3611,460,0.4597,173
3.5.3.11: Agmatinase,0.2564,2070,0.2682,3827
3.5.3.12: Agmatine deiminase,0.3211,949,0.4487,204
3.5.3.13: Formimidoylglutamate deiminase,0.2786,1683,0.2482,4839
3.5.3.17: Guanidinopropionase,0.306,1214,0.2583,4296
3.5.3.18: Dimethylargininase,0.4679,95,0.4833,120
3.5.3.23: N-succinylarginine dihydrolase,0.2827,1599,0.3675,723
3.5.3.26: (S)-ureidoglycine aminohydrolase,0.2417,2254,0.296,2710
3.5.3.3: Creatinase,0.4318,164,0.5083,78
3.5.3.4: Allantoicase,0.3073,1189,0.3066,2329
3.5.3.6: Arginine deiminase,0.301,1314,0.2998,2567
3.5.3.7: Guanidinobutyrase,0.2588,2043,0.2166,6828
3.5.3.8: Formimidoylglutamase,0.3644,438,0.3859,524
3.5.3.9: Allantoate deiminase,0.3267,892,0.3836,545
3.5.4.1: Cytosine deaminase,0.2424,2246,0.2472,4896
3.5.4.10: IMP cyclohydrolase,0.3764,350,0.4193,308
3.5.4.12: dCMP deaminase,0.3366,782,0.4327,245
3.5.4.13: dCTP deaminase,0.2597,2025,0.2978,2656
3.5.4.16: GTP cyclohydrolase I,0.2399,2279,0.3499,1187
3.5.4.19: Phosphoribosyl-AMP cyclohydrolase,0.2711,1804,0.3696,700
3.5.4.2: Adenine deaminase,0.227,2423,0.2444,5070
3.5.4.23: Blasticidin-S deaminase,0.2879,1529,0.2573,4343
3.5.4.25: GTP cyclohydrolase II,0.3986,274,0.4285,264
3.5.4.26: Diaminohydroxyphosphoribosylaminopyrimidine deaminase,0.2833,1588,0.2396,5334
3.5.4.27: Methenyltetrahydromethanopterin cyclohydrolase,0.3609,462,0.3284,1703
3.5.4.28: S-adenosylhomocysteine deaminase,0.386,317,0.351,1164
3.5.4.29: GTP cyclohydrolase IIa,0.3659,426,0.3367,1475
3.5.4.3: Guanine deaminase,0.2932,1433,0.262,4114
3.5.4.31: S-methyl-5'-thioadenosine deaminase,0.374,369,0.3555,1008
3.5.4.32: 8-oxoguanine deaminase,0.283,1593,0.2312,5867
3.5.4.33: tRNA(adenine(34)) deaminase,0.2418,2253,0.3344,1538
3.5.4.34: tRNA(Ala)(adenine(37)) deaminase,0.332,833,0.2693,3779
3.5.4.39: GTP cyclohydrolase IV,0.3668,416,0.3228,1845
3.5.4.4: Adenosine deaminase,0.3549,593,0.4274,269
3.5.4.41: 5'-deoxyadenosine deaminase,0.3664,422,0.3296,1664
3.5.4.5: Cytidine deaminase,0.3096,1156,0.325,1786
3.5.4.6: AMP deaminase,0.3257,902,0.3376,1452
3.5.4.9: Methenyltetrahydrofolate cyclohydrolase,0.2784,1689,0.2579,4315
3.5.5.1: Nitrilase,0.3937,290,0.3332,1577
3.5.99.10: 2-iminobutanoate/2-iminopropanoate deaminase,0.2504,2143,0.3089,2241
3.5.99.2: Aminopyrimidine aminohydrolase,0.3014,1298,0.2137,7052
3.5.99.3: Hydroxydechloroatrazine ethylaminohydrolase,0.2709,1806,0.2242,6311
3.5.99.4: N-isopropylammelide isopropylaminohydrolase,0.243,2238,0.2498,4751
3.5.99.6: Glucosamine-6-phosphate deaminase,0.2481,2174,0.2855,3086
3.5.99.7: 1-aminocyclopropane-1-carboxylate deaminase,0.2772,1708,0.3154,2051
3.6.1.1: Inorganic diphosphatase,0.2589,2036,0.2827,3198
3.6.1.10: Endopolyphosphatase,0.3135,1099,0.3541,1083
3.6.1.11: Exopolyphosphatase,0.2689,1851,0.2786,3380
3.6.1.12: dCTP diphosphatase,0.2551,2083,0.335,1518
3.6.1.13: ADP-ribose diphosphatase,0.2514,2128,0.2576,4325
3.6.1.15: Nucleoside-triphosphate phosphatase,0.3135,1048,0.2374,5475
3.6.1.17: Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical),0.3556,581,0.3759,624
3.6.1.19: Nucleoside-triphosphate diphosphatase,0.274,1762,0.3074,2306
3.6.1.22: NAD(+) diphosphatase,0.2161,2504,0.2393,5348
3.6.1.23: dUTP diphosphatase,0.2699,1824,0.3546,1023
3.6.1.25: Triphosphatase,0.2257,2433,0.2899,2922
3.6.1.26: CDP-diacylglycerol diphosphatase,0.2758,1724,0.3602,892
3.6.1.27: Undecaprenyl-diphosphate phosphatase,0.2696,1833,0.3258,1768
3.6.1.3: Adenosinetriphosphatase,0.5773,22,0.5061,80
3.6.1.31: Phosphoribosyl-ATP diphosphatase,0.3016,1297,0.3806,578
3.6.1.34: Transferred entry: 3.6.3.14,0.3403,734,0.3086,2258
3.6.1.40: Guanosine-5'-triphosphate,3'-diphosphate diphosphatase,0.3355,794,0.4083,360
3.6.1.41: Bis(5'-nucleosyl)-tetraphosphatase (symmetrical),0.3277,880,0.3386,1431
3.6.1.42: Guanosine-diphosphatase,0.2645,1938,0.3092,2237
3.6.1.43: Dolichyldiphosphatase,0.3576,536,0.3552,1013
3.6.1.45: UDP-sugar diphosphatase,0.2982,1353,0.2937,2782
3.6.1.5: Apyrase,0.3579,508,0.3579,949
3.6.1.52: Diphosphoinositol-polyphosphate diphosphatase,0.3135,1100,0.3541,1084
3.6.1.54: UDP-2,3-diacylglucosamine diphosphatase,0.3139,1042,0.2971,2673
3.6.1.55: 8-oxo-dGTP diphosphatase,0.2621,1981,0.3524,1134
3.6.1.59: 5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] diphosphatase,0.3135,1101,0.3541,1085
3.6.1.60: Diadenosine hexaphosphate hydrolase (AMP-forming),0.3135,1102,0.3541,1086
3.6.1.63: Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase,0.246,2201,0.3481,1227
3.6.1.65: (d)CTP diphosphatase,0.2531,2111,0.3019,2481
3.6.1.67: Dihydroneopterin triphosphate diphosphatase,0.2438,2223,0.3377,1449
3.6.1.7: Acylphosphatase,0.236,2320,0.237,5504
3.6.1.8: ATP diphosphatase,0.2488,2163,0.3685,711
3.6.1.9: Nucleotide diphosphatase,0.3088,1165,0.2591,4244
3.6.3.1: Phospholipid-translocating ATPase,0.3578,515,0.3628,834
3.6.3.10: Hydrogen/potassium-exchanging ATPase,0.3366,783,0.2876,3008
3.6.3.12: Potassium-transporting ATPase,0.2428,2241,0.2633,4047
3.6.3.14: H(+)-transporting two-sector ATPase,0.2169,2497,0.2976,2661
3.6.3.15: Sodium-transporting two-sector ATPase,0.4376,151,0.3856,528
3.6.3.16: Arsenite-transporting ATPase,0.3019,1289,0.258,4314
3.6.3.17: Monosaccharide-transporting ATPase,0.2298,2389,0.2131,7081
3.6.3.19: Maltose-transporting ATPase,0.3121,1122,0.3931,463
3.6.3.2: Magnesium-importing ATPase,0.3519,629,0.3258,1769
3.6.3.20: Glycerol-3-phosphate-transporting ATPase,0.3304,850,0.2748,3545
3.6.3.21: Polar-amino-acid-transporting ATPase,0.2568,2066,0.3125,2134
3.6.3.24: Nickel-transporting ATPase,0.362,456,0.3186,1957
3.6.3.25: Sulfate-transporting ATPase,0.2581,2051,0.2453,5008
3.6.3.27: Phosphate-transporting ATPase,0.2131,2522,0.2962,2697
3.6.3.28: Phosphonate-transporting ATPase,0.3425,715,0.4016,397
3.6.3.29: Molybdate-transporting ATPase,0.3025,1280,0.3088,2249
3.6.3.3: Cadmium-exporting ATPase,0.3262,898,0.3278,1721
3.6.3.30: Fe(3+)-transporting ATPase,0.276,1722,0.2731,3616
3.6.3.31: Polyamine-transporting ATPase,0.2611,2000,0.215,6955
3.6.3.32: Quaternary-amine-transporting ATPase,0.3823,333,0.3217,1875
3.6.3.33: Vitamin B12-transporting ATPase,0.2393,2290,0.3743,641
3.6.3.34: Iron-chelate-transporting ATPase,0.2251,2440,0.2375,5467
3.6.3.35: Manganese-transporting ATPase,0.3007,1319,0.3082,2278
3.6.3.36: Taurine-transporting ATPase,0.3019,1290,0.2512,4676
3.6.3.38: Capsular-polysaccharide-transporting ATPase,0.372,383,0.3622,851
3.6.3.39: Lipopolysaccharide-transporting ATPase,0.2701,1820,0.3515,1150
3.6.3.4: Cu(2+)-exporting ATPase,0.2904,1480,0.3103,2192
3.6.3.40: Teichoic-acid-transporting ATPase,0.349,655,0.2776,3426
3.6.3.41: Heme-transporting ATPase,0.301,1315,0.2607,4160
3.6.3.42: Beta-glucan-transporting ATPase,0.3022,1284,0.2468,4917
3.6.3.43: Peptide-transporting ATPase,0.2709,1807,0.2671,3869
3.6.3.44: Xenobiotic-transporting ATPase,0.2858,1560,0.2594,4230
3.6.3.48: Alpha-factor-transporting ATPase,0.3381,757,0.3386,1432
3.6.3.5: Zinc-exporting ATPase,0.2652,1924,0.2396,5335
3.6.3.53: Ag(+)-exporting ATPase,0.2506,2140,0.2552,4477
3.6.3.54: Cu(+) exporting ATPase,0.2792,1662,0.2311,5871
3.6.3.6: Proton-exporting ATPase,0.2671,1886,0.2333,5731
3.6.3.7: Sodium-exporting ATPase,0.3563,569,0.353,1113
3.6.3.8: Calcium-transporting ATPase,0.3128,1115,0.2765,3475
3.6.4.12: DNA helicase,0.21,2543,0.2767,3467
3.6.4.13: RNA helicase,0.3052,1235,0.3371,1462
3.6.4.9: Chaperonin ATPase,0.2431,2236,0.1799,9427
3.6.5.3: Protein-synthesizing GTPase,0.3562,571,0.432,248
3.6.5.5: Dynamin GTPase,0.3538,614,0.3628,835
3.6.5.n1: Elongation factor 4,0.2819,1609,0.3444,1293
3.7.1.12: Cobalt-precorrin 5A hydrolase,0.2405,2270,0.2751,3525
3.7.1.14: 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase,0.2483,2169,0.3337,1560
3.7.1.2: Fumarylacetoacetase,0.269,1848,0.226,6212
3.7.1.22: 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing),0.3721,382,0.4318,249
3.7.1.3: Kynureninase,0.3023,1283,0.2387,5389
3.7.1.9: 2-hydroxymuconate-6-semialdehyde hydrolase,0.2611,2001,0.2452,5017
3.8.1.2: (S)-2-haloacid dehalogenase,0.2852,1569,0.2625,4083
4.1.1.1: Pyruvate decarboxylase,0.3117,1129,0.2521,4637
4.1.1.11: Aspartate 1-decarboxylase,0.3114,1133,0.3699,695
4.1.1.12: Aspartate 4-decarboxylase,0.2863,1551,0.2296,5969
4.1.1.15: Glutamate decarboxylase,0.2983,1351,0.2855,3090
4.1.1.17: Ornithine decarboxylase,0.3062,1209,0.3525,1131
4.1.1.18: Lysine decarboxylase,0.322,942,0.3154,2052
4.1.1.19: Arginine decarboxylase,0.2505,2142,0.2117,7190
4.1.1.20: Diaminopimelate decarboxylase,0.2184,2484,0.3801,586
4.1.1.21: Phosphoribosylaminoimidazole carboxylase,0.2661,1905,0.2642,4000
4.1.1.22: Histidine decarboxylase,0.2852,1570,0.2979,2653
4.1.1.23: Orotidine-5'-phosphate decarboxylase,0.216,2507,0.3009,2515
4.1.1.25: Tyrosine decarboxylase,0.3569,553,0.3569,978
4.1.1.3: Oxaloacetate decarboxylase,0.2897,1489,0.3066,2330
4.1.1.31: Phosphoenolpyruvate carboxylase,0.3143,1038,0.2848,3117
4.1.1.32: Phosphoenolpyruvate carboxykinase (GTP),0.6234,10,0.6594,7
4.1.1.33: Diphosphomevalonate decarboxylase,0.2874,1532,0.241,5253
4.1.1.36: Phosphopantothenoylcysteine decarboxylase,0.2757,1728,0.2319,5817
4.1.1.37: Uroporphyrinogen decarboxylase,0.3988,272,0.3612,870
4.1.1.39: Ribulose-bisphosphate carboxylase,0.3218,944,0.1442,10778
4.1.1.4: Acetoacetate decarboxylase,0.3453,687,0.2545,4512
4.1.1.41: Methylmalonyl-CoA decarboxylase,0.4178,207,0.4701,147
4.1.1.43: Phenylpyruvate decarboxylase,0.3352,797,0.324,1813
4.1.1.44: 4-carboxymuconolactone decarboxylase,0.3654,430,0.3572,972
4.1.1.47: Tartronate-semialdehyde synthase,0.2257,2431,0.3257,1771
4.1.1.48: Indole-3-glycerol-phosphate synthase,0.2719,1793,0.3398,1395
4.1.1.49: Phosphoenolpyruvate carboxykinase (ATP),0.3373,770,0.4062,370
4.1.1.5: Acetolactate decarboxylase,0.3012,1305,0.251,4679
4.1.1.50: Adenosylmethionine decarboxylase,0.2476,2182,0.2685,3812
4.1.1.61: 4-hydroxybenzoate decarboxylase,0.2603,2016,0.2698,3756
4.1.1.64: 2,2-dialkylglycine decarboxylase (pyruvate),0.4261,180,0.3411,1366
4.1.1.65: Phosphatidylserine decarboxylase,0.2721,1788,0.2992,2598
